,limprep_cd150minus_C10,limprep_cd150minus_C12,limprep_cd150minus_C6,limprep_cd150minus_C9,limprep_cd150minus_D11,limprep_cd150minus_D12,limprep_cd150minus_D3,limprep_cd150minus_D4,limprep_cd150minus_D5,limprep_cd150minus_D8,limprep_cd150minus_D9,limprep_cd150plus_A10,limprep_cd150plus_A11,limprep_cd150plus_A3,limprep_cd150plus_A8,limprep_cd150plus_B11,limprep_cd150plus_B12,limprep_cd150plus_B3,limprep_cd150plus_B4,limprep_cd150plus_B9
ENSMUSG00000031642,0,0,1,0,16,1,0,0,0,13,1,0,0,0,0,0,0,0,1,220
ENSMUSG00000031644,395,391,207,1907,248,408,0,159,5,3,5,0,0,0,329,43,1743,0,336,8
ENSMUSG00000031652,323,416,136,338,746,0,1098,4,0,521,276,1,0,4,0,420,12,5,0,184
ENSMUSG00000031657,114,22,56,6,165,103,0,119,84,0,0,0,0,0,0,12,0,0,5,175
ENSMUSG00000031659,58,114,23,27,99,1,0,130,12,3,98,9,12,17,43,25,0,35,0,36
ENSMUSG00000031660,1367,1608,888,1271,1,1389,399,330,774,5,1,17,2,237,75,139,704,249,122,821
ENSMUSG00000031662,0,0,0,20,0,1,221,0,0,0,0,0,0,0,0,2,257,0,0,1
ENSMUSG00000031666,4,177,123,207,21,25,61,24,0,0,310,0,55,30,10,100,32,151,0,88
ENSMUSG00000031667,5,0,0,36,0,0,0,1,0,0,0,424,0,235,2,23,0,0,0,1
ENSMUSG00000031668,27,49,0,1,0,2,0,28,0,0,4,0,0,0,15,0,0,0,11,213
ENSMUSG00000031669,262,14,323,1291,2,3,758,109,4,0,4,0,2,3,4,2,1,1,296,498
ENSMUSG00000031671,536,248,0,7,36,0,0,85,306,25,0,0,0,0,63,5,0,0,0,368
ENSMUSG00000031672,1920,1154,480,1806,3,90,416,342,269,681,1,0,18,4,36,180,0,16,306,422
ENSMUSG00000031673,0,0,1,0,0,22,0,0,0,4,3,0,0,0,1,0,0,0,0,1
ENSMUSG00000031681,0,0,0,0,2,0,338,0,0,0,32,0,0,0,21,237,0,627,0,160
ENSMUSG00000031683,1111,904,412,256,25,5,0,256,401,3,0,0,0,0,11,90,0,300,32,756
ENSMUSG00000031684,287,186,42,0,0,0,0,0,0,0,0,101,2,0,0,649,0,0,0,26
ENSMUSG00000031691,373,99,15,23,0,73,3,175,13,0,0,13,0,115,26,50,0,0,1,116
ENSMUSG00000031696,1747,2279,1386,1029,0,400,937,429,629,194,275,4,51,0,0,147,842,3,162,1358
ENSMUSG00000031697,1413,1685,1579,2489,844,118,413,144,624,652,0,8,0,0,0,393,0,776,1,823
ENSMUSG00000031698,27,21,10,704,0,0,0,170,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031700,0,0,0,0,0,1,81,0,0,0,0,0,0,0,0,247,0,7,0,0
ENSMUSG00000031701,1867,3694,2432,1682,657,43,1346,1018,1100,81,1055,26,136,0,5,673,969,925,239,2251
ENSMUSG00000031703,282,331,243,10,0,23,0,69,0,81,273,0,0,573,145,29,861,0,0,75
ENSMUSG00000031706,45,7,60,113,0,1,0,0,0,0,0,0,0,0,10,0,645,0,343,225
ENSMUSG00000031708,969,232,301,999,675,255,156,336,213,25,77,20,1,95,296,23,139,119,477,125
ENSMUSG00000031709,31,87,0,0,82,0,0,0,0,0,119,0,4,66,0,0,0,0,0,0
ENSMUSG00000031711,488,356,398,2,0,11,837,628,370,123,0,13,0,479,284,104,608,0,647,1500
ENSMUSG00000031712,0,0,0,0,94,1583,643,0,0,0,1427,0,78,1409,0,145,0,0,0,1
ENSMUSG00000031714,136,255,560,57,353,1894,671,0,0,2,0,2,0,0,0,1,146,0,0,142
ENSMUSG00000031715,1753,1772,1703,1359,1,62,829,374,399,55,3,721,160,298,400,193,349,255,1,1546
ENSMUSG00000031723,13,1,0,7,0,0,0,13,0,0,27,0,0,0,0,0,0,0,244,0
ENSMUSG00000031728,16,0,0,15,0,5,0,0,0,92,0,0,0,0,3,44,0,0,0,0
ENSMUSG00000031729,800,659,1451,1139,1163,28,500,259,187,0,52,121,313,1684,498,644,1368,58,5,2010
ENSMUSG00000031730,87,203,229,6,0,4,0,91,43,0,2,0,0,0,0,211,1,0,53,10
ENSMUSG00000031731,164,171,149,0,0,918,0,9,0,0,0,103,1,4,533,26,1,0,0,0
ENSMUSG00000031732,388,26,301,517,1,1,1,25,173,0,0,0,0,0,0,0,1,0,0,147
ENSMUSG00000031736,331,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031737,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031740,0,0,0,0,183,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000031748,2,1,0,2,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000031749,154,105,194,40,20,1,0,108,81,0,94,0,0,0,2,194,0,0,1,0
ENSMUSG00000031751,1197,434,484,532,466,103,46,260,379,0,21,148,120,0,0,28,1584,329,349,0
ENSMUSG00000031753,498,108,57,293,719,117,0,95,32,0,15,0,132,0,0,351,0,268,0,0
ENSMUSG00000031754,444,190,261,396,0,0,193,194,173,26,77,0,1,0,24,0,0,0,94,246
ENSMUSG00000031755,0,113,15,2,0,328,642,31,0,81,0,0,0,0,0,0,0,0,0,3
ENSMUSG00000031756,459,201,251,21,0,1,0,175,170,22,0,0,16,0,0,359,0,0,28,0
ENSMUSG00000031758,6,494,0,102,12,1,146,2,0,0,0,2,0,0,328,399,1,0,0,0
ENSMUSG00000031762,3117,366,1164,1344,0,2,0,278,94,52,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000031765,3411,346,1266,1396,0,1,1,539,288,285,0,0,0,0,0,12,0,0,66,0
ENSMUSG00000031767,0,4,22,0,0,4,0,76,0,0,159,2,5,0,7,189,0,96,53,0
ENSMUSG00000031770,253,99,44,152,72,78,74,26,94,0,79,104,7,1175,388,37,123,298,0,23
ENSMUSG00000031774,1032,1247,687,379,1034,13,3,303,175,0,699,0,216,889,27,27,0,0,0,143
ENSMUSG00000031776,144,122,423,286,0,284,190,216,141,69,22,0,0,430,188,4,278,36,116,1363
ENSMUSG00000031778,0,0,0,0,0,43,0,0,0,0,0,0,1,21,0,0,3,0,0,0
ENSMUSG00000031781,404,14,220,96,0,0,1,0,218,0,0,0,0,0,0,1,0,0,0,2
ENSMUSG00000031782,293,72,390,123,841,6,1105,117,221,0,0,0,3,2,0,0,0,0,0,3
ENSMUSG00000031783,412,170,218,97,0,96,0,219,107,82,0,18,14,0,0,156,6,217,0,59
ENSMUSG00000031785,368,59,441,100,794,649,339,33,187,0,394,101,69,990,436,1388,750,961,145,736
ENSMUSG00000031787,482,233,41,26,0,10,602,81,0,0,0,86,0,0,0,684,0,0,0,2
ENSMUSG00000031789,0,0,0,0,569,0,190,0,0,0,0,18,0,0,0,111,0,0,0,1
ENSMUSG00000031790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
ENSMUSG00000031792,86,1,1,6,6,425,9,0,0,0,2,57,0,5,77,1,6,1,3,4
ENSMUSG00000031796,935,328,948,1136,388,48,2,225,337,0,1202,0,235,776,322,51,0,5,0,1100
ENSMUSG00000031799,0,0,0,0,0,52,0,0,0,0,0,99,0,0,0,0,0,0,0,634
ENSMUSG00000031802,0,0,0,0,1,0,0,0,0,0,0,0,0,225,0,263,0,0,0,0
ENSMUSG00000031805,0,6,0,0,2,51,203,0,0,0,258,0,0,98,0,78,473,37,23,46
ENSMUSG00000031807,821,1285,1503,1822,0,4,732,662,283,138,0,398,246,1,511,230,997,78,273,1760
ENSMUSG00000031808,0,0,0,0,4,0,0,0,0,0,88,60,187,7,8,0,0,0,0,3
ENSMUSG00000031812,665,80,1274,505,721,276,2066,182,3,0,1134,1,0,663,18,165,18,1316,0,217
ENSMUSG00000031813,263,35,251,3,15,375,0,22,36,0,0,12,0,0,4,6,0,0,0,435
ENSMUSG00000031816,26,1,293,19,84,4,23,111,73,85,410,0,112,11,0,0,1,0,0,0
ENSMUSG00000031818,10326,4192,4449,6603,240,1876,2384,3282,886,164,948,625,330,1302,615,1359,2407,1429,80,2252
ENSMUSG00000031819,739,498,216,32,0,2,19,161,341,115,0,0,101,0,0,96,24,0,0,673
ENSMUSG00000031820,306,186,737,107,4,174,0,180,114,178,25,0,702,17,0,445,1,255,0,5
ENSMUSG00000031821,1616,1107,461,2516,0,1,1,717,86,0,0,0,0,0,409,68,0,0,0,2105
ENSMUSG00000031822,0,42,19,0,0,13,0,0,0,0,0,0,0,0,2,9,37,0,0,2
ENSMUSG00000031823,856,1129,160,1,0,0,0,352,337,122,18,0,0,0,0,384,0,362,0,0
ENSMUSG00000031824,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031825,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000031826,28,83,184,11,69,4,4,12,31,100,0,0,0,1,4,93,0,0,0,306
ENSMUSG00000031827,0,0,0,0,12,0,0,0,0,0,12,2,0,0,25,0,0,310,58,8
ENSMUSG00000031828,0,0,0,0,0,1,0,0,0,0,237,0,0,0,1,24,0,0,0,0
ENSMUSG00000031831,13,5,1,1,0,4,0,34,5,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000031832,120,473,16,15,0,0,0,134,18,116,0,0,0,0,43,0,0,0,0,0
ENSMUSG00000031833,142,639,170,80,56,14,2042,82,72,99,24,43,386,87,387,55,638,0,88,497
ENSMUSG00000031834,327,49,210,479,382,2,190,133,149,0,28,0,0,0,0,0,1052,0,0,0
ENSMUSG00000031835,99,174,281,48,493,518,0,72,243,535,107,0,0,0,23,202,0,69,213,0
ENSMUSG00000031838,605,258,27,1391,0,0,0,440,235,7,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031839,555,508,310,559,763,1704,249,116,387,0,1094,0,406,8,495,202,795,682,137,286
ENSMUSG00000031840,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031843,307,330,381,138,3,2,290,133,135,189,88,0,0,84,6,5,0,0,142,12
ENSMUSG00000031848,1857,1122,1682,2178,600,972,0,553,576,141,0,0,0,101,558,332,141,243,371,616
ENSMUSG00000031851,9,388,284,0,104,222,0,2,105,0,0,118,0,44,92,297,0,621,0,225
ENSMUSG00000031858,297,15,179,32,6,192,294,19,332,219,132,0,0,1051,398,587,0,130,0,18
ENSMUSG00000031860,0,58,90,186,87,0,376,0,0,0,0,3,0,0,174,7,9,0,0,0
ENSMUSG00000031861,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,0,0,0,0
ENSMUSG00000031862,1105,540,270,916,751,14,0,262,357,4,9,20,0,72,72,415,0,0,232,1666
ENSMUSG00000031864,1046,1446,368,30,0,3,0,425,575,274,0,0,2,247,366,342,546,136,0,751
ENSMUSG00000031865,370,81,102,156,142,91,1068,87,0,104,1055,0,417,1487,169,0,316,0,105,42
ENSMUSG00000031870,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,294
ENSMUSG00000031871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000031872,1,0,0,1,1,2,1,1,2,1,2,0,0,0,0,0,1,2,0,0
ENSMUSG00000031875,0,0,0,0,0,0,0,0,0,0,5,2,0,594,28,199,0,0,0,0
ENSMUSG00000031877,5191,5058,2158,7492,0,0,0,1796,907,1014,1,0,0,0,0,0,211,0,159,0
ENSMUSG00000031878,520,869,954,1562,651,108,0,362,26,190,0,0,366,877,191,5,86,0,0,207
ENSMUSG00000031879,476,267,121,74,41,39,14,154,75,0,102,92,0,635,21,13,0,0,0,20
ENSMUSG00000031880,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0
ENSMUSG00000031883,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0
ENSMUSG00000031885,0,0,70,0,1016,485,0,1,0,0,1050,6,35,1509,1651,904,2720,729,0,1338
ENSMUSG00000031887,16,20,28,27,3,0,0,8,0,0,13,0,0,51,0,87,0,49,13,0
ENSMUSG00000031889,69,43,146,44,0,1,166,85,0,0,0,95,494,0,0,0,434,0,441,2
ENSMUSG00000031893,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0
ENSMUSG00000031896,0,82,0,1,0,4,0,0,0,0,0,0,0,0,0,215,0,0,0,0
ENSMUSG00000031897,83,224,428,34,217,274,62,66,73,0,34,105,3,34,38,487,273,215,343,518
ENSMUSG00000031901,256,72,92,2,0,7,0,0,285,0,0,0,0,60,0,306,0,0,0,0
ENSMUSG00000031902,1460,1709,638,1790,349,2656,1737,559,998,335,1764,264,378,500,1382,886,2866,0,589,1049
ENSMUSG00000031903,0,2,0,21,5,0,0,0,0,0,0,3,0,0,16,0,0,78,0,0
ENSMUSG00000031904,0,0,0,0,681,668,0,0,0,0,0,42,0,0,6,88,351,0,0,379
ENSMUSG00000031906,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031907,2,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031910,1,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031913,714,253,537,1178,0,695,373,63,4,114,42,141,0,0,161,0,20,0,0,222
ENSMUSG00000031916,306,65,553,198,0,170,82,121,58,0,437,0,0,0,11,25,0,20,440,157
ENSMUSG00000031917,448,872,420,91,48,220,296,296,38,214,1250,0,0,0,257,258,404,3,200,961
ENSMUSG00000031918,55,6,15,15,0,318,0,0,18,0,20,0,0,6,32,51,0,5,5,9
ENSMUSG00000031921,180,247,44,94,157,3,457,71,36,0,183,0,0,197,286,437,5,191,0,186
ENSMUSG00000031922,1272,599,902,486,1433,6,0,44,203,72,192,0,0,402,42,547,0,303,0,276
ENSMUSG00000031924,1007,1058,857,70,63,0,1349,37,21,93,0,576,13,2585,75,573,0,623,489,1564
ENSMUSG00000031925,0,0,1,0,0,0,0,0,0,1,3,236,0,1333,7,55,831,220,0,0
ENSMUSG00000031928,292,558,484,221,0,1839,10,369,0,378,0,0,0,0,0,5,0,5,0,1782
ENSMUSG00000031930,520,25,344,272,1278,705,0,89,0,0,0,329,0,0,73,12,1633,0,0,24
ENSMUSG00000031931,247,146,321,8,49,7,0,0,39,49,0,0,0,718,3,0,0,209,7,252
ENSMUSG00000031932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000031934,0,0,0,0,0,20,0,0,0,0,0,0,0,0,74,0,0,416,0,441
ENSMUSG00000031935,539,88,375,31,191,26,0,237,73,33,0,0,0,152,2,12,0,31,24,51
ENSMUSG00000031937,227,0,408,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031938,0,0,0,0,451,47,13,0,0,0,297,1,0,1168,369,19,3,0,0,65
ENSMUSG00000031939,356,868,236,109,197,11,0,464,196,26,708,30,14,870,53,18,54,190,0,26
ENSMUSG00000031948,2222,4515,1497,2430,0,405,429,1194,185,774,1046,4,32,147,454,823,56,601,0,2434
ENSMUSG00000031949,169,0,1,60,0,0,0,67,10,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000031950,294,244,81,309,9,25,444,122,0,0,117,1,0,0,3,2,0,0,0,5
ENSMUSG00000031951,42,46,0,0,24,0,0,0,0,0,0,0,0,197,0,0,0,0,0,47
ENSMUSG00000031953,0,0,0,0,1,2,0,0,0,0,0,1,0,1,4,1,2,0,1,1
ENSMUSG00000031954,1461,1741,1249,2353,1,205,618,764,474,1,1186,1,0,0,170,842,378,0,0,634
ENSMUSG00000031958,0,0,0,0,0,0,0,0,0,0,0,10,119,339,0,208,0,0,0,0
ENSMUSG00000031959,330,87,290,442,0,15,0,121,0,56,1550,0,7,52,0,0,0,0,0,81
ENSMUSG00000031960,1708,1113,2034,1159,0,1,0,295,792,43,194,0,0,0,752,69,0,6,0,693
ENSMUSG00000031962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
ENSMUSG00000031965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000031966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031967,598,243,644,13,10,56,0,95,325,40,0,0,0,381,282,489,0,1,0,7
ENSMUSG00000031969,253,392,10,0,0,1,0,84,16,0,0,134,0,0,0,0,59,54,581,1
ENSMUSG00000031970,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000031971,83,88,0,32,0,0,0,9,0,0,0,1,46,0,0,83,0,0,0,0
ENSMUSG00000031972,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,4,0,0
ENSMUSG00000031974,888,666,618,898,303,0,0,160,200,122,0,0,0,0,2,0,161,0,0,222
ENSMUSG00000031976,251,97,0,0,0,2,0,17,28,0,103,109,1,723,0,95,233,0,144,377
ENSMUSG00000031979,0,28,0,0,0,33,0,0,11,0,151,0,27,0,91,0,3,0,1,0
ENSMUSG00000031982,22,79,1,182,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
ENSMUSG00000031983,680,1051,569,836,1218,0,0,241,702,0,0,0,7,0,4,770,0,1,0,571
ENSMUSG00000031984,696,95,316,748,0,0,0,145,0,63,0,0,0,0,25,65,166,0,0,0
ENSMUSG00000031985,862,783,711,621,386,450,0,406,561,466,939,406,78,1878,5,327,137,0,0,1269
ENSMUSG00000031987,0,13,262,127,0,33,701,39,130,0,6,0,0,0,0,25,0,407,0,76
ENSMUSG00000031988,764,886,260,96,475,538,0,142,70,4,3,0,2,1765,123,38,2206,0,0,485
ENSMUSG00000031990,0,1,0,1,0,10,0,0,0,0,0,0,0,144,0,83,342,0,0,6
ENSMUSG00000031993,269,23,613,76,0,2,4,291,0,0,210,21,0,0,0,0,0,0,111,146
ENSMUSG00000031995,0,0,0,0,0,0,0,0,0,0,0,0,0,4,183,0,0,0,0,262
ENSMUSG00000031996,2288,3424,1003,2196,20,566,1,1209,1209,750,169,842,179,681,115,556,1400,0,224,11
ENSMUSG00000031997,0,0,0,0,0,632,1,0,0,0,0,239,306,2720,219,464,2043,0,4,33
ENSMUSG00000032000,0,2,0,1,1,18,326,0,0,0,110,33,94,0,192,245,0,40,0,1
ENSMUSG00000032002,1132,994,742,194,43,443,700,355,254,183,763,76,0,0,16,290,0,2,0,503
ENSMUSG00000032006,55,0,145,211,0,0,0,0,0,0,0,0,0,0,0,129,665,0,0,1
ENSMUSG00000032009,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
ENSMUSG00000032010,22,14,82,50,86,61,29,7,3,0,69,16,2,19,35,2,60,1,0,41
ENSMUSG00000032012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,1,2,0,200
ENSMUSG00000032014,1178,970,25,147,0,0,0,196,95,413,1,50,1,0,0,0,0,0,0,0
ENSMUSG00000032015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000032017,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2
ENSMUSG00000032018,0,15,141,10,0,222,0,0,0,68,0,0,0,0,0,0,0,24,0,55
ENSMUSG00000032020,0,0,0,0,0,89,0,50,0,0,0,1,0,52,9,549,0,0,163,18
ENSMUSG00000032021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032026,2706,409,1550,2373,220,519,0,470,620,77,0,139,41,0,23,39,0,295,0,427
ENSMUSG00000032028,934,929,1557,294,0,0,0,282,1044,498,0,0,0,0,23,0,0,0,0,0
ENSMUSG00000032030,499,550,381,20,18,10,0,136,0,206,0,9,9,578,42,370,9,403,0,449
ENSMUSG00000032034,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032035,0,0,0,0,0,2,1,0,0,0,0,0,0,172,0,0,0,0,0,159
ENSMUSG00000032038,268,107,353,265,0,455,0,102,446,150,151,0,32,350,33,29,0,103,17,547
ENSMUSG00000032040,540,210,463,123,2,0,0,0,4,0,0,0,0,0,27,7,7,0,608,1
ENSMUSG00000032041,0,1,47,7,1,0,7,0,0,0,0,0,0,9,1,6,0,0,0,1
ENSMUSG00000032042,503,718,875,1100,10,42,1241,378,513,675,185,0,0,0,282,137,0,395,0,531
ENSMUSG00000032044,209,345,176,24,0,1524,0,295,187,0,5,0,18,120,0,579,0,0,0,25
ENSMUSG00000032046,0,0,0,7,0,1,12,13,8,0,135,0,0,1,81,0,0,0,0,0
ENSMUSG00000032047,821,1662,1484,1615,0,469,189,914,245,455,14,248,306,416,544,166,336,48,819,1044
ENSMUSG00000032048,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032050,1493,2094,1394,1416,228,315,46,140,873,149,0,0,267,495,60,681,53,1084,5,1258
ENSMUSG00000032051,54,112,213,99,602,267,0,42,0,0,155,203,116,641,18,225,1,0,0,232
ENSMUSG00000032058,1506,3980,2277,1020,674,791,267,1171,1345,563,20,553,0,1389,55,538,1,37,0,289
ENSMUSG00000032059,343,7,53,67,1368,25,0,41,415,0,0,0,0,3,376,167,0,322,1,322
ENSMUSG00000032060,0,0,0,0,0,1,0,0,0,0,138,0,0,0,0,0,0,0,0,0
ENSMUSG00000032067,764,532,447,248,828,1175,837,465,531,121,1459,654,472,382,143,1235,1429,2964,333,737
ENSMUSG00000032068,0,0,0,57,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
ENSMUSG00000032076,1,56,4,2,7,103,5,3,2,0,2,0,0,1,2,0,4,1,2,3
ENSMUSG00000032077,42,3,0,0,0,676,0,3,0,0,0,0,0,0,43,0,0,0,0,2
ENSMUSG00000032078,833,197,344,185,0,40,0,303,10,8,1059,0,0,437,174,121,0,174,1,42
ENSMUSG00000032085,3,156,0,0,0,0,0,0,0,0,21,0,1,1,0,0,0,0,0,2
ENSMUSG00000032086,7,0,55,0,56,4,0,0,0,0,118,292,0,14,0,11,1922,0,0,7
ENSMUSG00000032089,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
ENSMUSG00000032093,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000032096,1141,1934,553,345,25,150,505,37,1120,70,1119,35,543,411,90,41,4,1056,529,208
ENSMUSG00000032097,664,267,748,511,399,1498,775,167,97,341,817,259,76,275,212,161,1674,503,43,1426
ENSMUSG00000032101,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,2,0,0,0
ENSMUSG00000032112,764,312,263,185,0,974,1053,347,163,0,0,0,22,0,130,57,0,4,0,455
ENSMUSG00000032113,538,1030,761,237,0,6,0,403,109,91,0,0,37,0,354,0,0,0,380,1127
ENSMUSG00000032114,369,271,26,217,617,18,0,106,0,0,0,253,0,0,95,718,0,0,0,0
ENSMUSG00000032115,20,140,12,5,4,0,0,6,0,321,1,0,0,0,0,0,0,0,0,11
ENSMUSG00000032116,1798,851,792,861,104,11,1,439,941,268,742,145,0,0,116,295,47,1,6,1600
ENSMUSG00000032118,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032119,91,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032120,93,9,51,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000032121,29,0,62,0,0,0,0,11,0,0,0,0,1,0,0,0,1601,0,0,0
ENSMUSG00000032123,124,249,128,156,290,44,1,69,249,1,63,0,514,0,170,5,0,0,1,0
ENSMUSG00000032125,0,0,0,0,0,0,0,0,0,0,298,0,6,139,7,0,25,0,0,0
ENSMUSG00000032126,7459,6697,3395,5784,93,6,0,1629,1719,1408,0,58,53,106,376,72,15,4,326,212
ENSMUSG00000032127,204,549,129,42,66,300,0,124,186,9,789,0,383,0,271,342,106,0,0,0
ENSMUSG00000032128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,221,0
ENSMUSG00000032131,838,377,95,1216,0,0,0,282,11,511,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000032171,656,583,1034,820,0,4,0,338,10,220,593,0,0,67,0,0,0,0,74,873
ENSMUSG00000032175,57,38,136,155,0,3,102,73,51,0,667,0,0,0,89,0,0,0,5,0
ENSMUSG00000032177,33,191,0,26,114,0,0,115,62,0,0,0,0,383,24,0,1,0,0,0
ENSMUSG00000032178,536,581,389,391,352,24,258,40,356,0,17,0,0,208,252,1588,0,762,482,807
ENSMUSG00000032180,169,434,0,0,0,3,0,32,0,0,1,0,0,0,0,0,238,12,0,0
ENSMUSG00000032181,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000032184,0,0,0,0,0,2,891,0,0,0,0,0,29,102,56,112,3110,0,0,6
ENSMUSG00000032185,33,191,116,18,103,0,0,7,195,0,0,0,0,3,0,3,0,0,7,10
ENSMUSG00000032186,3,0,1,2,1,3,1,1,0,0,1,0,0,0,0,0,2,0,0,1
ENSMUSG00000032187,1040,1434,1021,142,328,34,411,401,306,611,237,121,0,107,425,361,1,2,55,176
ENSMUSG00000032192,0,0,0,0,0,0,411,0,0,0,0,0,44,0,0,0,0,0,0,0
ENSMUSG00000032193,0,0,0,0,0,0,0,0,0,0,59,9,0,0,0,18,0,0,0,78
ENSMUSG00000032194,0,0,0,0,0,24,0,0,0,0,0,20,0,0,4,4,0,0,0,65
ENSMUSG00000032198,0,0,0,0,0,1,0,0,0,0,0,0,95,0,0,7,35,5,0,152
ENSMUSG00000032199,20,79,48,16,8,9,15,8,0,2,2,0,0,16,14,155,0,2,0,5
ENSMUSG00000032202,1,3,0,0,39,547,747,0,0,0,0,0,2,0,1,7,0,92,2,153
ENSMUSG00000032203,66,98,0,0,0,0,0,61,0,0,0,190,0,250,1,0,0,0,298,0
ENSMUSG00000032204,610,159,211,2,161,3,0,603,0,277,1,4,0,1,38,135,1076,78,0,0
ENSMUSG00000032212,549,922,534,1109,1141,2189,275,174,75,44,0,168,316,2419,424,977,2433,228,342,386
ENSMUSG00000032215,147,750,343,2,7,481,114,274,5,156,637,6,1,246,18,136,0,614,0,10
ENSMUSG00000032216,2601,7758,4279,5601,3627,3992,2731,1603,2357,1238,10469,2439,2579,10339,1862,2518,4538,2086,1725,6772
ENSMUSG00000032217,207,179,67,392,1,207,0,0,0,0,793,0,6,352,48,411,117,443,0,132
ENSMUSG00000032218,1153,1872,805,1584,0,81,0,722,419,625,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000032220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000032221,1840,1969,537,595,0,0,0,510,293,906,1,0,0,0,0,0,0,0,0,17
ENSMUSG00000032226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000032228,508,720,861,627,0,86,419,465,282,109,679,8,5,1550,6,4,74,0,1,421
